SERIAL,REF,QUESTNNR,MODE,STARTED,BG02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID
NA,921,base,interview,2023-02-22T14:54:16Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,15,11,28,NA,2023-02-22T14:54:44Z,TRUE,FALSE,6,6,921
NA,574,base,interview,2023-02-22T14:55:05Z,NA,22,23,25,21,24,18,1,NA,NA,NA,11,NA,12,NA,2023-02-22T14:55:17Z,FALSE,FALSE,5,5,574
NA,722,base,interview,2023-02-22T14:55:10Z,NA,32,11,35,4,4,2,4,NA,NA,NA,42,5,51,NA,2023-02-22T14:56:01Z,TRUE,FALSE,6,6,722
NA,809,base,interview,2023-02-22T14:55:19Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,13,240,258,NA,2023-02-22T14:59:37Z,TRUE,FALSE,6,6,809
NA,817,base,interview,2023-02-22T14:55:25Z,NA,12,95,14,22,18,15,1,NA,NA,NA,9,19192,35,NA,2023-02-22T20:15:27Z,FALSE,FALSE,6,6,817
NA,738,base,interview,2023-02-22T14:55:36Z,NA,61,57,59,51,40,48,10,NA,NA,NA,35,19,64,NA,2023-02-22T14:56:40Z,TRUE,FALSE,6,6,738
NA,555,base,interview,2023-02-22T14:55:44Z,NA,47,63,35,35,49,47,7,NA,NA,NA,40,7,54,NA,2023-02-22T14:56:38Z,TRUE,FALSE,6,6,555
NA,565,base,interview,2023-02-22T14:55:45Z,NA,30,-9,-9,-9,-9,-9,2,NA,NA,NA,8,10,20,NA,2023-02-22T14:56:05Z,TRUE,FALSE,6,6,565
NA,558,base,interview,2023-02-22T14:56:07Z,NA,37,26,78,37,41,26,2,NA,NA,NA,40,19,61,NA,2023-02-22T14:57:08Z,TRUE,FALSE,6,6,558
NA,882,base,interview,2023-02-22T14:56:34Z,NA,39,16,8,5,4,2,14,NA,NA,NA,27,NA,41,NA,2023-02-22T14:57:15Z,FALSE,FALSE,5,5,882
NA,839,base,interview,2023-02-22T14:56:35Z,NA,76,-9,-9,-9,-9,86,3,NA,NA,NA,11,1350,39,NA,2023-02-22T15:19:19Z,TRUE,FALSE,6,6,839
NA,565,base,interview,2023-02-22T14:56:51Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,10,301,38,NA,2023-02-22T15:02:05Z,TRUE,FALSE,6,6,565
NA,554,base,interview,2023-02-22T14:57:06Z,NA,1,-9,-9,-9,-9,-9,2,NA,NA,NA,10,9,21,NA,2023-02-22T14:57:27Z,TRUE,FALSE,6,6,554
NA,544,base,interview,2023-02-22T14:57:14Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,42,39,52,9,39,35,3,NA,NA,6,49,3,61,NA,2023-02-22T14:58:15Z,TRUE,FALSE,6,6,544
NA,552,base,interview,2023-02-22T14:57:35Z,NA,76,71,81,71,76,71,2,NA,NA,NA,62,11,75,NA,2023-02-22T14:58:50Z,TRUE,FALSE,6,6,552
NA,860,base,interview,2023-02-22T14:58:00Z,NA,29,25,29,31,25,29,4,NA,NA,NA,19,NA,23,NA,2023-02-22T14:58:23Z,FALSE,FALSE,5,5,860
NA,713,base,interview,2023-02-22T14:58:20Z,NA,26,16,26,6,6,6,12,NA,NA,NA,51,118,181,NA,2023-02-22T15:01:21Z,TRUE,FALSE,6,6,713
NA,898,base,interview,2023-02-22T14:58:45Z,NA,49,-9,17,20,5,35,2,NA,NA,NA,31,NA,33,NA,2023-02-22T14:59:18Z,FALSE,FALSE,5,5,898
NA,536,base,interview,2023-02-22T14:58:49Z,NA,60,77,31,69,20,40,2,NA,NA,NA,12,NA,14,NA,2023-02-22T14:59:03Z,FALSE,FALSE,5,5,536
NA,804,base,interview,2023-02-22T14:59:03Z,NA,88,95,89,77,-9,21,3,NA,NA,NA,54,14,71,NA,2023-02-22T15:00:14Z,TRUE,FALSE,6,6,804
NA,943,base,interview,2023-02-22T14:59:12Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,-9,-9,-9,-9,-9,5,NA,NA,9,13,25,52,NA,2023-02-22T15:00:04Z,TRUE,FALSE,6,6,943
NA,737,base,interview,2023-02-22T14:59:19Z,NA,-9,-9,-9,-9,42,-9,3,NA,NA,NA,10,6,19,NA,2023-02-22T14:59:38Z,TRUE,FALSE,6,6,737
NA,552,base,interview,2023-02-22T14:59:26Z,NA,70,79,74,75,75,73,2,NA,NA,NA,16,4,22,NA,2023-02-22T14:59:48Z,TRUE,FALSE,6,6,552
NA,734,base,interview,2023-02-22T14:59:26Z,NA,14,38,18,18,25,34,4,NA,NA,NA,27,17041,56,NA,2023-02-22T19:43:58Z,FALSE,FALSE,6,6,734
NA,366,base,interview,2023-02-22T15:00:46Z,NA,46,41,11,6,6,6,6,NA,NA,NA,46,8,60,NA,2023-02-22T15:01:46Z,TRUE,FALSE,6,6,366
NA,325,base,interview,2023-02-22T15:01:16Z,NA,21,21,22,20,21,21,8,NA,NA,NA,34,4,46,NA,2023-02-22T15:02:02Z,TRUE,FALSE,6,6,325
NA,792,base,interview,2023-02-22T15:01:51Z,NA,26,32,41,40,37,37,2,NA,NA,NA,11,NA,13,NA,2023-02-22T15:02:04Z,FALSE,FALSE,5,5,792
NA,366,base,interview,2023-02-22T15:01:59Z,NA,27,19,18,22,20,19,2,NA,NA,NA,12,NA,14,NA,2023-02-22T15:02:13Z,FALSE,FALSE,5,5,366
NA,814,base,interview,2023-02-22T15:02:32Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,1,73,-9,-9,1,-9,1,NA,NA,4,16,26,47,NA,2023-02-22T15:03:19Z,TRUE,FALSE,6,6,814
NA,360,base,interview,2023-02-22T15:02:57Z,NA,9,6,21,8,2,2,11,NA,NA,NA,156,29,63,NA,2023-02-22T15:06:13Z,TRUE,FALSE,6,6,360
NA,351,base,interview,2023-02-22T15:03:29Z,NA,70,73,70,71,73,69,9,NA,NA,NA,34,16,59,NA,2023-02-22T15:04:28Z,TRUE,FALSE,6,6,351
NA,670,base,interview,2023-02-22T15:03:39Z,NA,76,61,41,46,16,16,12,NA,NA,NA,76,23,111,NA,2023-02-22T15:05:30Z,TRUE,FALSE,6,6,670
NA,811,base,interview,2023-02-22T15:04:18Z,NA,60,46,65,31,51,40,3,NA,NA,NA,44,96,143,NA,2023-02-22T15:06:41Z,TRUE,FALSE,6,6,811
NA,858,base,interview,2023-02-22T15:04:34Z,NA,89,89,81,71,66,66,13,NA,NA,NA,92,51,156,NA,2023-02-22T15:07:10Z,TRUE,FALSE,6,6,858
NA,576,base,interview,2023-02-22T15:05:15Z,NA,36,31,5,4,5,5,8,NA,NA,NA,75,10,93,NA,2023-02-22T15:06:48Z,TRUE,FALSE,6,6,576
NA,835,base,interview,2023-02-22T15:05:25Z,NA,1,16,-9,-9,-9,-9,4,NA,NA,NA,31,70,105,NA,2023-02-22T15:07:10Z,TRUE,FALSE,6,6,835
NA,816,base,interview,2023-02-22T15:05:48Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,19,57884,49,NA,2023-02-23T07:10:56Z,FALSE,FALSE,6,6,816
NA,351,base,interview,2023-02-22T15:05:50Z,NA,59,62,66,64,101,64,3,NA,NA,NA,12,61,76,NA,2023-02-22T15:07:06Z,TRUE,FALSE,6,6,351
NA,357,base,interview,2023-02-22T15:05:56Z,NA,-9,-9,-9,-9,-9,-9,13,NA,NA,NA,26,128,167,NA,2023-02-22T15:08:43Z,TRUE,FALSE,6,6,357
NA,565,base,interview,2023-02-22T15:06:02Z,NA,39,53,59,37,31,11,1,NA,NA,NA,15,NA,16,NA,2023-02-22T15:06:18Z,FALSE,FALSE,5,5,565
NA,685,base,interview,2023-02-22T15:06:04Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,27,20185,56,NA,2023-02-22T20:43:00Z,TRUE,FALSE,6,6,685
NA,559,base,interview,2023-02-22T15:06:26Z,NA,38,41,22,11,22,23,2,NA,NA,NA,68,12,82,NA,2023-02-22T15:07:48Z,TRUE,FALSE,6,6,559
NA,835,base,interview,2023-02-22T15:07:47Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,13,1897,40,NA,2023-02-22T15:39:39Z,FALSE,FALSE,6,6,835
NA,857,base,interview,2023-02-22T15:08:06Z,NA,11,7,9,11,3,9,4,NA,NA,NA,37,12,53,NA,2023-02-22T15:08:59Z,TRUE,FALSE,6,6,857
NA,1064,base,interview,2023-02-22T15:08:58Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,51,51,52,51,50,51,8191,NA,NA,10,21,11,46,NA,2023-02-22T17:26:11Z,TRUE,FALSE,6,6,1064
NA,901,base,interview,2023-02-22T15:09:01Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,20,33,56,NA,2023-02-22T15:09:57Z,TRUE,FALSE,6,6,901
NA,690,base,interview,2023-02-22T15:09:03Z,NA,20,16,26,19,16,31,4,NA,NA,NA,15,8,27,NA,2023-02-22T15:09:30Z,TRUE,FALSE,6,6,690
NA,357,base,interview,2023-02-22T15:09:29Z,NA,-9,-9,-9,-9,-9,-9,6,NA,NA,NA,11,NA,17,NA,2023-02-22T15:09:46Z,FALSE,FALSE,5,5,357
NA,965,base,interview,2023-02-22T15:09:31Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,47,1,NA,NA,2,8,93092,36,NA,2023-02-23T17:01:14Z,FALSE,FALSE,6,6,965
NA,857,base,interview,2023-02-22T15:10:16Z,NA,53,-9,-9,-9,-9,-9,2,NA,NA,NA,7,6,15,NA,2023-02-22T15:10:31Z,TRUE,FALSE,6,6,857
NA,559,base,interview,2023-02-22T15:11:19Z,NA,-9,-9,-9,-9,-9,54,2,NA,NA,NA,7,NA,9,NA,2023-02-22T15:11:28Z,FALSE,FALSE,5,5,559
NA,835,base,interview,2023-02-22T15:11:32Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,12,73,88,NA,2023-02-22T15:13:00Z,TRUE,FALSE,6,6,835
NA,1002,base,interview,2023-02-22T15:11:42Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",70,91,81,81,81,81,6,NA,NA,13,48,74,141,NA,2023-02-22T15:14:03Z,TRUE,FALSE,6,6,1002
NA,308,base,interview,2023-02-22T15:12:07Z,NA,20,31,31,30,16,11,4,NA,NA,NA,34,91,129,NA,2023-02-22T15:14:16Z,TRUE,FALSE,6,6,308
NA,864,base,interview,2023-02-22T15:14:20Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",42,80,27,27,31,53,10,NA,NA,5,46,NA,61,NA,2023-02-22T15:15:21Z,FALSE,FALSE,5,5,864
NA,820,base,interview,2023-02-22T15:15:16Z,NA,8,7,8,4,8,17,6,NA,NA,NA,55,135,196,NA,2023-02-22T15:18:32Z,TRUE,FALSE,6,6,820
NA,679,base,interview,2023-02-22T15:17:46Z,NA,88,76,84,31,12,14,7,NA,NA,NA,42,7,56,NA,2023-02-22T15:18:42Z,TRUE,FALSE,6,6,679
NA,777,base,interview,2023-02-22T15:19:26Z,NA,27,11,26,4,5,34,5,NA,NA,NA,36,26,67,NA,2023-02-22T15:20:33Z,TRUE,FALSE,6,6,777
NA,839,base,interview,2023-02-22T15:19:33Z,NA,65,-9,-9,-9,-9,-9,1,NA,NA,NA,14,NA,15,NA,2023-02-22T15:19:48Z,FALSE,FALSE,5,5,839
NA,747,base,interview,2023-02-22T15:22:18Z,NA,54,51,51,49,52,52,1,NA,NA,NA,9,6,16,NA,2023-02-22T15:22:34Z,TRUE,FALSE,6,6,747
NA,881,base,interview,2023-02-22T15:23:03Z,NA,37,35,39,36,12,36,12,NA,NA,NA,45,13,70,NA,2023-02-22T15:24:13Z,TRUE,FALSE,6,6,881
NA,844,base,interview,2023-02-22T15:25:35Z,NA,25,39,60,59,43,37,12,NA,NA,NA,42,13,67,NA,2023-02-22T15:26:42Z,TRUE,FALSE,6,6,844
NA,749,base,interview,2023-02-22T15:26:27Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,35,45,83,NA,2023-02-22T15:27:50Z,TRUE,FALSE,6,6,749
NA,719,base,interview,2023-02-22T15:26:36Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,77,-9,-9,-9,1,-9,1,NA,NA,3,11,14,29,NA,2023-02-22T15:27:05Z,TRUE,FALSE,6,6,719
NA,777,base,interview,2023-02-22T15:26:45Z,NA,15,25,14,26,17,17,1,NA,NA,NA,16,10,27,NA,2023-02-22T15:27:12Z,TRUE,FALSE,6,6,777
NA,806,base,interview,2023-02-22T15:26:56Z,NA,56,43,69,34,68,18,2,NA,NA,NA,35,2,39,NA,2023-02-22T15:27:35Z,TRUE,FALSE,6,6,806
NA,785,base,interview,2023-02-22T15:28:07Z,NA,-9,-9,-9,-9,-9,-9,6,NA,NA,NA,11,26,43,NA,2023-02-22T15:28:50Z,TRUE,FALSE,6,6,785
NA,1045,base,interview,2023-02-22T15:29:38Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",66,-9,-9,-9,-9,-9,4,NA,NA,4,9,7,24,NA,2023-02-22T15:30:02Z,TRUE,FALSE,6,6,1045
NA,806,base,interview,2023-02-22T15:30:01Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,9,NA,13,NA,2023-02-22T15:30:14Z,FALSE,FALSE,5,5,806
NA,820,base,interview,2023-02-22T15:30:34Z,NA,-9,-9,-9,-9,-9,-9,97,NA,NA,NA,6,NA,10,NA,2023-02-22T15:32:17Z,FALSE,FALSE,5,5,820
NA,876,base,interview,2023-02-22T15:30:43Z,NA,9,8,15,4,-9,-9,3,NA,NA,NA,27,NA,30,NA,2023-02-22T15:31:13Z,FALSE,FALSE,5,5,876
NA,326,base,interview,2023-02-22T15:31:16Z,NA,69,80,45,71,61,67,4,NA,NA,NA,45,NA,49,NA,2023-02-22T15:32:05Z,FALSE,FALSE,5,5,326
NA,769,base,interview,2023-02-22T15:35:14Z,NA,52,57,72,62,54,63,9,NA,NA,NA,212,706,57,NA,2023-02-22T15:50:41Z,TRUE,FALSE,6,6,769
NA,565,base,interview,2023-02-22T15:35:19Z,NA,-9,-9,-9,-9,-9,-9,11,NA,NA,NA,7,NA,18,NA,2023-02-22T15:35:37Z,FALSE,FALSE,5,5,565
NA,414,base,interview,2023-02-22T15:35:52Z,NA,72,71,73,71,53,99,3,NA,NA,NA,33,8162,61,NA,2023-02-22T17:52:30Z,TRUE,FALSE,6,6,414
NA,835,base,interview,2023-02-22T15:40:26Z,NA,51,51,52,51,51,51,2,NA,NA,NA,38,2,42,NA,2023-02-22T15:41:08Z,TRUE,FALSE,6,6,835
NA,906,base,interview,2023-02-22T15:42:36Z,NA,49,52,51,51,67,79,3,NA,NA,NA,45,1484,73,NA,2023-02-22T16:08:08Z,TRUE,FALSE,6,6,906
NA,896,base,interview,2023-02-22T15:42:59Z,NA,57,57,25,21,17,19,3,NA,NA,NA,48,35,86,NA,2023-02-22T15:44:25Z,TRUE,FALSE,6,6,896
NA,859,base,interview,2023-02-22T15:43:51Z,NA,15,42,2,29,101,-9,2,NA,NA,NA,70,21,93,NA,2023-02-22T15:45:24Z,TRUE,FALSE,6,6,859
NA,378,base,interview,2023-02-22T15:45:11Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,101,101,-9,3,NA,NA,7,17,19,46,NA,2023-02-22T15:45:57Z,TRUE,FALSE,6,6,378
NA,760,base,interview,2023-02-22T15:45:52Z,NA,91,91,101,91,97,95,8,NA,NA,NA,56,17,81,NA,2023-02-22T15:47:13Z,TRUE,FALSE,6,6,760
NA,796,base,interview,2023-02-22T15:45:56Z,NA,31,31,51,6,6,6,8,NA,NA,NA,83,23,114,NA,2023-02-22T15:47:50Z,TRUE,FALSE,6,6,796
NA,785,base,interview,2023-02-22T15:46:11Z,NA,41,41,46,16,11,8,2,NA,NA,NA,62,11,75,NA,2023-02-22T15:47:26Z,TRUE,FALSE,6,6,785
NA,885,base,interview,2023-02-22T15:48:09Z,NA,11,8,9,6,83,33,3,NA,NA,NA,43,19,65,NA,2023-02-22T15:49:14Z,TRUE,FALSE,6,6,885
NA,1000,base,interview,2023-02-22T15:48:54Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",39,51,50,31,20,5,2,NA,NA,15,60,65,142,NA,2023-02-22T15:51:16Z,TRUE,FALSE,6,6,1000
NA,672,base,interview,2023-02-22T15:50:10Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,8,127,138,NA,2023-02-22T15:52:28Z,TRUE,FALSE,6,6,672
NA,792,base,interview,2023-02-22T15:56:15Z,NA,41,44,55,52,46,46,1,NA,NA,NA,14,NA,15,NA,2023-02-22T15:56:30Z,FALSE,FALSE,5,5,792
NA,558,base,interview,2023-02-22T15:57:42Z,NA,34,46,75,45,38,37,2,NA,NA,NA,21,42,65,NA,2023-02-22T15:58:47Z,TRUE,FALSE,6,6,558
NA,776,base,interview,2023-02-22T15:57:54Z,NA,26,29,24,28,27,32,3,NA,NA,NA,20,54,77,NA,2023-02-22T15:59:11Z,TRUE,FALSE,6,6,776
NA,694,base,interview,2023-02-22T15:58:03Z,NA,23,-9,-9,-9,-9,-9,1,NA,NA,NA,9,7,17,NA,2023-02-22T15:58:20Z,TRUE,FALSE,6,6,694
NA,839,base,interview,2023-02-22T15:58:14Z,NA,21,8,5,5,21,-9,16,NA,NA,NA,25,NA,41,NA,2023-02-22T15:58:55Z,FALSE,FALSE,5,5,839
NA,1001,base,interview,2023-02-22T15:58:23Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",71,71,70,65,67,62,10,NA,NA,7,75,105,197,NA,2023-02-22T16:01:40Z,TRUE,FALSE,6,6,1001
NA,825,base,interview,2023-02-22T15:59:18Z,NA,-9,79,-9,-9,-9,46,1,NA,NA,NA,13,24245,39,NA,2023-02-22T22:43:37Z,FALSE,FALSE,6,6,825
NA,379,base,interview,2023-02-22T16:03:19Z,NA,83,67,69,93,66,68,3,NA,NA,NA,25,12,40,NA,2023-02-22T16:03:59Z,TRUE,FALSE,6,6,379
NA,688,base,interview,2023-02-22T16:03:36Z,NA,31,63,88,23,8,25,2,NA,NA,NA,12,6,20,NA,2023-02-22T16:03:56Z,TRUE,FALSE,6,6,688
NA,939,base,interview,2023-02-22T16:04:59Z,NA,51,52,48,52,50,45,5,NA,NA,NA,31,NA,36,NA,2023-02-22T16:05:35Z,FALSE,FALSE,5,5,939
NA,441,base,interview,2023-02-22T16:05:04Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",71,66,68,74,70,72,9,NA,NA,11,35,8,63,NA,2023-02-22T16:06:07Z,TRUE,FALSE,6,6,441
NA,406,base,interview,2023-02-22T16:05:43Z,NA,-9,-9,-9,1,-9,-9,2,NA,NA,NA,10,8,20,NA,2023-02-22T16:06:03Z,TRUE,FALSE,6,6,406
NA,828,base,interview,2023-02-22T16:10:18Z,NA,91,81,62,41,52,51,4,NA,NA,NA,134,41,179,NA,2023-02-22T16:13:17Z,TRUE,FALSE,6,6,828
NA,200,base,interview,2023-02-22T16:12:46Z,NA,88,65,30,26,13,15,4,NA,NA,NA,32,60,96,NA,2023-02-22T16:14:22Z,TRUE,FALSE,6,6,200
NA,887,base,interview,2023-02-22T16:14:19Z,NA,45,72,101,77,40,55,10,NA,NA,NA,62,5,77,NA,2023-02-22T16:15:36Z,TRUE,FALSE,6,6,887
NA,445,base,interview,2023-02-22T16:16:19Z,NA,65,81,63,42,38,44,3,NA,NA,NA,39,36,78,NA,2023-02-22T16:17:37Z,TRUE,FALSE,6,6,445
NA,715,base,interview,2023-02-22T16:22:59Z,NA,46,29,26,35,31,28,7,NA,NA,NA,67,17,91,NA,2023-02-22T16:24:30Z,TRUE,FALSE,6,6,715
NA,290,base,interview,2023-02-22T16:23:34Z,NA,-9,-9,-9,-9,-9,-9,7,NA,NA,NA,19,168,194,NA,2023-02-22T16:26:48Z,TRUE,FALSE,6,6,290
NA,892,base,interview,2023-02-22T16:24:41Z,NA,31,21,21,16,21,21,5,NA,NA,NA,40,15,60,NA,2023-02-22T16:25:41Z,TRUE,FALSE,6,6,892
NA,800,base,interview,2023-02-22T16:28:49Z,NA,31,30,30,10,8,10,16,NA,NA,NA,54,NA,70,NA,2023-02-22T16:29:59Z,FALSE,FALSE,5,5,800
NA,818,base,interview,2023-02-22T16:31:01Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,-9,3,NA,NA,13,25,274,315,NA,2023-02-22T16:36:16Z,TRUE,FALSE,6,6,818
NA,371,base,interview,2023-02-22T16:31:09Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,1,2,NA,NA,5,31,3,41,NA,2023-02-22T16:31:50Z,TRUE,FALSE,6,6,371
NA,798,base,interview,2023-02-22T16:34:45Z,NA,21,22,21,-9,-9,-9,7,NA,NA,NA,53,170,230,NA,2023-02-22T16:38:35Z,TRUE,FALSE,6,6,798
NA,290,base,interview,2023-02-22T16:34:47Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,14,37,56,NA,2023-02-22T16:35:43Z,TRUE,FALSE,6,6,290
NA,837,base,interview,2023-02-22T16:38:40Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,18,83,103,NA,2023-02-22T16:40:23Z,TRUE,FALSE,6,6,837
NA,798,base,interview,2023-02-22T16:39:01Z,NA,-9,-9,-9,-9,-9,-9,10,NA,NA,NA,9,NA,19,NA,2023-02-22T16:39:20Z,FALSE,FALSE,5,5,798
NA,1051,base,interview,2023-02-22T16:41:16Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",66,30,66,81,71,56,14,NA,NA,9,75,85,183,NA,2023-02-22T16:44:19Z,TRUE,FALSE,6,6,1051
NA,755,base,interview,2023-02-22T16:44:09Z,NA,-9,-9,-9,-9,-9,-9,18,NA,NA,NA,20,NA,38,NA,2023-02-22T16:44:47Z,FALSE,FALSE,5,5,755
NA,868,base,interview,2023-02-22T16:45:27Z,NA,53,53,43,41,28,33,2,NA,NA,NA,35,34,71,NA,2023-02-22T16:46:38Z,TRUE,FALSE,6,6,868
NA,371,base,interview,2023-02-22T16:56:57Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,-9,2,NA,NA,2,5,10,19,NA,2023-02-22T16:57:16Z,TRUE,FALSE,6,6,371
NA,824,base,interview,2023-02-22T16:57:09Z,NA,25,15,20,17,17,22,6,NA,NA,NA,17,NA,23,NA,2023-02-22T16:57:32Z,FALSE,FALSE,5,5,824
NA,923,base,interview,2023-02-22T17:05:07Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,8,22,35,NA,2023-02-22T17:05:42Z,TRUE,FALSE,6,6,923
NA,992,base,interview,2023-02-22T17:11:06Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,77,-9,-9,-9,-9,5,NA,NA,3,9,NA,17,NA,2023-02-22T17:11:23Z,FALSE,FALSE,5,5,992
NA,838,base,interview,2023-02-22T17:19:04Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,13,59,76,NA,2023-02-22T17:20:20Z,TRUE,FALSE,6,6,838
NA,1022,base,interview,2023-02-22T17:25:46Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",53,55,58,55,58,59,1,NA,NA,3,12,82426,41,NA,2023-02-23T16:19:48Z,TRUE,FALSE,6,6,1022
NA,792,base,interview,2023-02-22T17:28:37Z,NA,57,66,69,68,68,74,2,NA,NA,NA,10,NA,12,NA,2023-02-22T17:28:49Z,FALSE,FALSE,5,5,792
NA,830,base,interview,2023-02-22T17:28:58Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,16,NA,20,NA,2023-02-22T17:29:18Z,FALSE,FALSE,5,5,830
NA,307,base,interview,2023-02-22T17:31:09Z,NA,41,31,53,26,24,34,7,NA,NA,NA,40,14,61,NA,2023-02-22T17:32:10Z,TRUE,FALSE,6,6,307
NA,780,base,interview,2023-02-22T17:32:05Z,NA,69,-9,-9,-9,-9,-9,4,NA,NA,NA,19,NA,23,NA,2023-02-22T17:32:28Z,FALSE,FALSE,5,5,780
NA,1002,base,interview,2023-02-22T17:37:37Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,-9,3,NA,NA,2,7,NA,12,NA,2023-02-22T17:37:49Z,FALSE,FALSE,5,5,1002
NA,546,base,interview,2023-02-22T17:38:53Z,NA,39,42,38,41,39,36,89,NA,NA,NA,14,25,43,NA,2023-02-22T17:41:01Z,TRUE,FALSE,6,6,546
NA,615,base,interview,2023-02-22T17:46:43Z,NA,70,65,25,58,22,2,3,NA,NA,NA,67,55415,95,NA,2023-02-23T09:11:28Z,FALSE,FALSE,6,6,615
NA,360,base,interview,2023-02-22T17:46:50Z,NA,2,2,3,-9,1,-9,2,NA,NA,NA,25,4,31,NA,2023-02-22T17:47:21Z,TRUE,FALSE,6,6,360
NA,750,base,interview,2023-02-22T17:51:19Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,11,NA,13,NA,2023-02-22T17:51:32Z,FALSE,FALSE,5,5,750
NA,551,base,interview,2023-02-22T17:54:46Z,NA,-9,-9,-9,-9,-9,-9,9,NA,NA,NA,5,10,24,NA,2023-02-22T17:55:10Z,TRUE,FALSE,6,6,551
NA,383,base,interview,2023-02-22T17:57:49Z,NA,8,20,10,17,12,7,5,NA,NA,NA,82,389,112,NA,2023-02-22T18:05:45Z,TRUE,FALSE,6,6,383
NA,800,base,interview,2023-02-22T18:04:21Z,NA,-9,-9,-9,-9,-9,-9,31,NA,NA,NA,18,NA,22,NA,2023-02-22T18:05:11Z,FALSE,FALSE,5,5,800
