SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,850,Fragebogen6,interview,2022-10-19T15:23:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.7,NA,TRUE,NA,NA,7,7,7,4,7,7,7,4,7,6,7,7,7,5,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,3,2,2,3,3,3,2,3,weiblich,22,NA,4,4,1,2,5,2,1,4,1,1,2,4,1,1,1,4,1,1,1,5,4,2,1,5,4,1,1,5,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,4,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46,519BCBAXCVZ845ZH,7,NA,14,143,149,79,188,161,98,6,133,47,9,1034,NA,2022-10-19T15:40:14Z,TRUE,FALSE,13,13,850,71,71,TRUE,TRUE
NA,851,Fragebogen6,interview,2022-10-19T15:23:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.7,3,FALSE,NA,NA,6,6,7,4,7,4,5,7,6,7,4,6,7,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,2,2,1,2,2,2,2,2,2,weiblich,30,NA,4,3,2,2,5,3,1,1,3,3,2,2,2,2,1,5,2,2,2,4,4,3,2,5,5,2,2,4,1,2,2,Bachelor Europalehramt Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,FALSE,TRUE,FALSE,FALSE,NA,TRUE,Minijob,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,376,YEHX6L9NRQZSD59R,4,NA,6,58,79,67,30,83,79,10,118,43,13,590,NA,2022-10-19T15:33:01Z,TRUE,FALSE,13,13,851,70,70,TRUE,TRUE
NA,852,Fragebogen6,interview,2022-10-19T15:24:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,7,FALSE,NA,NA,5,6,6,5,7,6,6,5,6,5,6,4,6,4,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,1,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,2,4,3,4,4,3,3,2,weiblich,21,NA,4,4,2,3,4,4,3,3,4,2,3,4,1,1,1,5,3,1,2,4,5,4,2,3,5,2,4,3,2,1,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,3,TRUE,TRUE,FALSE,TRUE,10,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,NMAMKQS2UWGWKT4D,13,NA,5,95,88,105,48,161,107,8,78,40,15,763,NA,2022-10-19T15:37:04Z,TRUE,FALSE,13,13,852,70,70,TRUE,TRUE
NA,853,Fragebogen6,interview,2022-10-19T15:23:03Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.8,9,FALSE,NA,NA,4,4,7,5,6,3,7,4,3,5,6,4,6,4,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,3,3,3,3,3,3,3,3,3,weiblich,21,NA,4,4,4,2,5,3,1,4,3,3,2,4,3,3,2,4,3,3,2,4,4,3,1,4,4,3,2,4,3,3,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,15,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,LNQ8U8XUYW1MV6UB,9,NA,5,69,77,108,59,92,78,9,200,57,12,775,NA,2022-10-19T15:35:58Z,TRUE,FALSE,13,13,853,70,70,TRUE,TRUE
NA,855,Fragebogen6,interview,2022-10-19T15:25:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,11,FALSE,NA,NA,4,4,4,3,5,2,6,2,5,5,6,4,6,3,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,4,4,3,3,4,4,3,3,weiblich,20,NA,4,3,3,4,4,4,3,3,3,2,2,4,3,3,4,5,3,3,4,4,3,3,2,4,2,3,4,4,1,3,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152,EWQHTCS8N6XVGG58,32,NA,28,54,61,99,43,119,87,12,242,109,33,892,NA,2022-10-19T15:40:23Z,TRUE,FALSE,13,13,855,70,70,TRUE,TRUE
NA,856,Fragebogen6,interview,2022-10-19T15:23:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.5,12,FALSE,NA,NA,6,4,5,4,6,3,7,7,6,4,6,6,6,2,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,2,1,1,2,1,2,2,2,1,weiblich,20,NA,4,4,2,4,5,4,2,4,3,3,2,4,4,3,1,5,2,2,4,4,4,2,3,5,3,2,3,3,2,2,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Jobben in der vorlesungsfreien Zeit,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,242,P4KBY1XSM1H1TGWA,9,NA,6,96,72,88,42,80,95,13,121,49,59,730,NA,2022-10-19T15:36:05Z,TRUE,FALSE,13,13,856,70,70,TRUE,TRUE
NA,857,Fragebogen6,interview,2022-10-19T15:23:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.8,2,FALSE,NA,NA,5,5,6,4,6,5,6,4,5,3,6,5,7,4,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,5,3,2,2,3,3,3,3,2,4,männlich,20,NA,3,4,2,3,4,3,3,2,3,2,3,4,3,2,3,4,3,2,2,4,3,2,4,4,4,2,3,4,2,2,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,127,BZXQ3LY6TRKGG7VZ,10,NA,46,51,112,115,40,132,82,17,150,51,55,861,NA,2022-10-19T15:38:11Z,TRUE,FALSE,13,13,857,71,71,TRUE,TRUE
NA,858,Fragebogen6,interview,2022-10-19T15:23:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,6,FALSE,NA,NA,7,6,6,4,3,4,6,7,6,6,3,6,7,5,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,weiblich,22,NA,5,5,2,2,5,2,2,4,3,1,1,5,1,1,1,5,3,2,1,5,3,2,1,4,4,4,1,5,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,3,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,9LA9T2613K8QE84Q,3,NA,9,85,78,95,44,76,83,13,145,46,10,687,NA,2022-10-19T15:35:18Z,TRUE,FALSE,13,13,858,70,70,TRUE,TRUE
NA,859,Fragebogen6,interview,2022-10-19T15:23:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,4,FALSE,NA,NA,5,6,6,7,7,5,7,4,6,6,6,6,7,6,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,3,2,3,3,2,3,2,3,3,weiblich,24,NA,4,5,1,2,4,2,2,4,2,3,4,3,2,3,4,3,4,3,3,4,3,3,4,4,4,3,4,4,3,4,5,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65,6CMAWMND2XA7C2KC,2,NA,3,20,43,31,7,39,9,8,23,18,14,217,NA,2022-10-19T15:27:33Z,TRUE,FALSE,13,13,859,71,71,TRUE,TRUE
NA,860,Fragebogen6,interview,2022-10-19T15:25:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.7,3,FALSE,NA,NA,7,6,6,4,7,1,7,7,7,2,7,6,7,6,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,3,3,2,1,2,1,2,1,2,2,weiblich,20,NA,4,4,4,3,5,2,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,4,3,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,14,FALSE,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,319,US1R8MB47GQQTTGP,2,NA,4,28,45,45,26,41,25,7,55,26,9,313,NA,2022-10-19T15:30:52Z,TRUE,FALSE,13,13,860,70,70,TRUE,TRUE
NA,861,Fragebogen6,interview,2022-10-19T15:24:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.0,NA,TRUE,NA,NA,7,5,7,4,5,4,6,7,5,4,6,6,7,4,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,2,1,2,1,2,2,3,1,4,weiblich,41,NA,4,4,1,3,5,2,1,3,1,1,3,5,3,1,3,5,4,1,3,4,4,1,2,4,4,1,3,5,1,1,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE,Teilzeitjob und Ehemann,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,352,WRZ25H152HH3UUWM,34,NA,17,59,88,115,46,114,92,8,110,53,39,746,NA,2022-10-19T15:37:38Z,TRUE,FALSE,13,13,861,71,71,TRUE,TRUE
NA,862,Fragebogen6,interview,2022-10-19T15:24:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.0,8,FALSE,NA,NA,6,7,4,6,2,6,6,4,6,5,4,7,6,6,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,2,3,3,2,2,3,3,3,2,2,männlich,28,NA,4,3,2,4,5,2,2,4,3,1,2,4,2,2,2,4,4,2,3,4,4,2,2,4,4,2,2,4,2,2,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,8,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111,AWMCG1RGSXY4X41Y,3,NA,9,46,55,56,29,72,106,10,115,34,24,559,NA,2022-10-19T15:34:02Z,TRUE,FALSE,13,13,862,70,70,TRUE,TRUE
NA,864,Fragebogen6,interview,2022-10-19T15:23:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,12,FALSE,NA,NA,4,6,7,6,6,6,6,5,6,6,4,4,6,6,3,NA,NA,NA,[NA] nicht beantwortet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,2,2,2,3,2,2,2,2,1,weiblich,22,NA,2,2,4,4,5,4,2,5,4,4,2,3,3,4,2,5,2,4,3,4,4,4,2,4,5,2,3,4,2,2,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,7,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,280,RM6L1RDDX6G5HT7P,3,NA,8,32,93,54,30,63,67,6,144,39,13,552,NA,2022-10-19T15:32:49Z,TRUE,FALSE,13,13,864,70,70,TRUE,TRUE
NA,865,Fragebogen6,interview,2022-10-19T15:23:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,9,FALSE,NA,NA,6,4,6,4,6,3,4,5,5,5,6,6,7,4,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,4,1,1,Erklärvideos auf Youtube sowie Zusammenfassungen auf Studidrive,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,2,3,3,2,3,3,3,weiblich,20,NA,4,4,1,2,5,2,2,4,3,4,2,5,3,3,1,5,3,2,1,4,4,3,1,5,4,4,1,5,2,2,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Semesterferienjob 6 Wochen lang,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,PL4TKD7BV2XKTGDE,4,NA,14,108,62,81,37,110,72,10,117,58,21,694,NA,2022-10-19T15:35:17Z,TRUE,FALSE,13,13,865,69,69,TRUE,TRUE
NA,866,Fragebogen6,interview,2022-10-19T15:24:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,9,FALSE,NA,NA,5,3,7,4,7,4,5,3,4,7,6,4,6,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,2,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,4,4,4,4,3,3,3,3,weiblich,20,NA,4,1,1,2,4,2,2,4,2,1,2,4,3,2,2,5,2,2,3,5,4,2,1,4,4,2,3,5,2,2,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,9,FALSE,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,QZVTBA3NRCYCXR73,3,NA,10,79,69,82,39,96,96,7,120,45,7,653,NA,2022-10-19T15:34:58Z,TRUE,FALSE,13,13,866,70,70,TRUE,TRUE
NA,867,Fragebogen6,interview,2022-10-19T15:24:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,9,FALSE,NA,NA,7,5,3,4,6,7,5,4,7,1,3,5,5,2,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,3,3,4,3,3,3,3,3,3,weiblich,20,NA,3,4,1,2,4,3,2,4,4,2,3,4,2,2,2,4,1,1,1,4,4,3,2,3,4,2,4,4,4,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,16,FALSE,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,330,V9EB3Q1PSNKY442R,13,NA,26,59,66,66,31,85,81,10,123,30,NA,590,NA,2022-10-19T15:33:52Z,FALSE,FALSE,12,12,867,71,71,TRUE,TRUE
NA,868,Fragebogen6,interview,2022-10-19T15:24:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,5,FALSE,NA,NA,4,6,6,5,6,6,5,3,6,5,5,5,6,4,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,3,3,2,3,3,3,2,weiblich,20,NA,4,3,3,3,4,3,3,2,3,3,3,4,2,2,3,4,3,4,3,4,4,2,3,4,4,4,3,4,2,3,3,Bachelor Europalehramt Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,19,FALSE,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,347,WPGT8RGXG85ARK6P,6,NA,4,31,50,49,53,69,57,7,174,40,9,549,NA,2022-10-19T15:33:29Z,TRUE,FALSE,13,13,868,70,70,TRUE,TRUE
NA,870,Fragebogen6,interview,2022-10-19T15:24:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,0,FALSE,NA,NA,7,7,6,7,7,7,7,3,7,7,2,7,7,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,4,4,4,4,4,4,4,3,4,weiblich,20,NA,5,4,4,2,5,4,2,4,1,1,1,5,1,1,3,5,2,4,3,5,5,1,1,5,5,1,5,5,1,3,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,103,9S582SQSV8Z655RC,34,NA,10,96,69,88,55,154,91,13,282,94,NA,957,NA,2022-10-19T15:40:28Z,FALSE,FALSE,12,12,870,72,72,TRUE,TRUE
NA,871,Fragebogen6,interview,2022-10-19T15:26:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,NA,TRUE,NA,NA,7,5,7,5,7,2,5,6,6,3,3,5,7,7,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,2,1,1,Familienmitgliedern das Thema erklären,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,2,3,2,3,2,4,2,weiblich,22,NA,4,3,1,4,5,1,1,4,5,1,3,4,5,5,3,5,4,1,1,3,4,2,1,4,5,2,3,3,2,1,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,6,FALSE,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82,88ZKXPQ79K38NXKC,2,NA,4,80,63,72,24,98,85,9,103,31,NA,571,NA,2022-10-19T15:35:46Z,FALSE,FALSE,12,12,871,71,71,TRUE,TRUE
